supplier_id,shipment_id,order_date,promised_lead_time,actual_lead_time,units_ordered,units_received,delivery_status,cost_per_unit,fill_rate,lead_variance
SUP010,SHP003364,2024,9,3,407,407,Early,120.34,1.0,-6
SUP020,SHP003365,2024,16,14,322,322,Early,79.03,1.0,-2
SUP007,SHP003366,2024,9,5,123,123,Early,113.11,1.0,-4
SUP022,SHP003367,2023,14,7,214,214,Early,15.87,1.0,-7
SUP031,SHP003368,2023,4,5,146,146,On-Time,129.44,1.0,1
SUP006,SHP003369,2024,15,16,302,302,On-Time,132.63,1.0,1
SUP011,SHP003370,2024,12,10,443,443,Early,12.36,1.0,-2
SUP042,SHP003371,2024,5,4,402,348,On-Time,89.29,0.8656716417910447,-1
SUP030,SHP003372,2023,8,10,92,92,Late,62.01,1.0,2
SUP056,SHP003373,2024,20,17,403,403,Early,95.05,1.0,-3
SUP042,SHP003374,2022,15,12,224,224,Early,197.9,1.0,-3
SUP045,SHP003375,2023,5,4,474,474,On-Time,120.87,1.0,-1
SUP060,SHP003376,2024,14,14,194,194,On-Time,115.98,1.0,0
SUP027,SHP003377,2024,19,13,59,50,Early,121.96,0.847457627118644,-6
SUP013,SHP003378,2023,17,17,461,461,On-Time,136.35,1.0,0
SUP048,SHP003379,2022,3,5,59,59,Late,199.72,1.0,2
SUP041,SHP003380,2023,13,12,150,150,On-Time,63.14,1.0,-1
SUP036,SHP003381,2024,14,11,343,343,Early,74.2,1.0,-3
SUP060,SHP003382,2023,3,1,301,301,Early,136.02,1.0,-2
SUP015,SHP003383,2022,8,4,103,103,Early,187.72,1.0,-4
SUP021,SHP003384,2023,16,17,159,159,On-Time,161.15,1.0,1
SUP018,SHP003385,2022,9,8,485,485,On-Time,183.54,1.0,-1
SUP014,SHP003386,2024,20,18,172,172,Early,73.35,1.0,-2
SUP043,SHP003387,2022,17,18,482,482,On-Time,10.13,1.0,1
SUP019,SHP003388,2023,8,6,287,287,Early,185.58,1.0,-2
SUP027,SHP003389,2024,16,19,159,159,Late,174.5,1.0,3
SUP036,SHP003390,2023,19,16,140,140,Early,8.97,1.0,-3
SUP022,SHP003391,2023,12,13,437,437,On-Time,38.92,1.0,1
SUP033,SHP003392,2022,5,4,172,172,On-Time,66.97,1.0,-1
SUP048,SHP003393,2024,20,15,494,494,Early,153.93,1.0,-5
SUP028,SHP003394,2023,7,9,478,478,Late,138.48,1.0,2
SUP016,SHP003395,2024,11,11,55,55,On-Time,63.06,1.0,0
SUP043,SHP003396,2024,10,7,314,314,Early,6.04,1.0,-3
SUP037,SHP003397,2023,14,16,446,446,Late,131.85,1.0,2
SUP002,SHP003398,2022,5,1,78,78,Early,32.87,1.0,-4
SUP027,SHP003399,2023,7,6,376,376,On-Time,141.81,1.0,-1
SUP051,SHP003400,2022,14,17,258,258,Late,6.03,1.0,3
SUP007,SHP003401,2023,9,12,316,316,Late,43.4,1.0,3
SUP026,SHP003402,2024,5,3,298,298,Early,126.36,1.0,-2
SUP047,SHP003403,2024,7,5,140,140,Early,64.05,1.0,-2
SUP035,SHP003404,2022,5,8,95,95,Late,107.22,1.0,3
SUP010,SHP003405,2022,14,14,93,93,On-Time,121.51,1.0,0
SUP019,SHP003406,2024,17,16,161,161,On-Time,92.69,1.0,-1
SUP037,SHP003407,2022,8,4,187,187,Early,2.1,1.0,-4
SUP031,SHP003408,2023,12,12,416,416,On-Time,31.63,1.0,0
SUP038,SHP003409,2024,17,9,268,268,Early,122.47,1.0,-8
SUP041,SHP003410,2024,10,8,92,71,Early,58.45,0.7717391304347826,-2
SUP016,SHP003411,2024,4,4,119,119,On-Time,97.21,1.0,0
SUP040,SHP003412,2024,8,9,482,429,On-Time,59.76,0.8900414937759336,1
SUP039,SHP003413,2022,10,11,495,495,On-Time,52.4,1.0,1
SUP049,SHP003414,2022,19,20,214,150,On-Time,155.83,0.7009345794392523,1
SUP057,SHP003415,2023,18,19,251,251,On-Time,95.39,1.0,1
SUP049,SHP003416,2023,18,18,200,200,On-Time,18.37,1.0,0
SUP035,SHP003417,2024,8,11,110,110,Late,69.86,1.0,3
SUP051,SHP003418,2022,20,19,106,106,On-Time,18.07,1.0,-1
SUP043,SHP003419,2024,4,2,83,83,Early,164.39,1.0,-2
SUP005,SHP003420,2023,9,11,118,118,Late,83.2,1.0,2
SUP027,SHP003421,2022,4,1,479,479,Early,152.32,1.0,-3
SUP007,SHP003422,2022,17,17,215,215,On-Time,22.94,1.0,0
SUP023,SHP003423,2024,7,4,164,164,Early,26.03,1.0,-3
SUP056,SHP003424,2022,9,7,225,225,Early,19.04,1.0,-2
SUP015,SHP003425,2023,20,19,465,465,On-Time,37.91,1.0,-1
SUP044,SHP003426,2022,8,13,55,55,Late,170.66,1.0,5
SUP033,SHP003427,2023,17,21,70,70,Late,53.59,1.0,4
SUP006,SHP003428,2024,5,7,455,455,Late,94.42,1.0,2
SUP007,SHP003429,2023,6,5,459,459,On-Time,47.56,1.0,-1
SUP026,SHP003430,2023,4,1,337,337,Early,60.36,1.0,-3
SUP058,SHP003431,2022,9,5,143,143,Early,181.98,1.0,-4
SUP051,SHP003432,2022,14,14,257,257,On-Time,153.86,1.0,0
SUP033,SHP003433,2024,10,13,486,486,Late,136.97,1.0,3
SUP042,SHP003434,2022,19,18,332,332,On-Time,58.41,1.0,-1
SUP013,SHP003435,2024,14,9,74,60,Early,59.05,0.8108108108108109,-5
SUP045,SHP003436,2024,18,15,173,173,Early,62.73,1.0,-3
SUP030,SHP003437,2022,18,19,392,392,On-Time,62.87,1.0,1
SUP006,SHP003438,2024,15,15,371,371,On-Time,187.32,1.0,0
SUP002,SHP003439,2022,6,2,247,247,Early,153.91,1.0,-4
SUP016,SHP003440,2024,5,1,454,454,Early,83.72,1.0,-4
SUP002,SHP003441,2024,6,6,125,125,On-Time,193.91,1.0,0
SUP032,SHP003442,2022,10,8,264,264,Early,73.65,1.0,-2
SUP052,SHP003443,2023,7,5,257,257,Early,9.17,1.0,-2
SUP014,SHP003444,2023,7,12,454,360,Late,187.49,0.7929515418502202,5
SUP031,SHP003445,2022,10,9,445,445,On-Time,77.81,1.0,-1
SUP009,SHP003446,2023,9,8,234,234,On-Time,65.19,1.0,-1
SUP025,SHP003447,2022,11,15,370,370,Late,163.91,1.0,4
SUP004,SHP003448,2024,16,13,214,214,Early,106.82,1.0,-3
SUP031,SHP003449,2022,9,6,63,63,Early,94.66,1.0,-3
SUP045,SHP003450,2024,9,9,382,382,On-Time,114.25,1.0,0
SUP011,SHP003451,2023,20,25,361,361,Late,78.39,1.0,5
SUP050,SHP003452,2022,8,7,124,124,On-Time,170.97,1.0,-1
SUP054,SHP003453,2024,3,8,483,483,Late,95.54,1.0,5
SUP050,SHP003454,2023,18,15,160,160,Early,187.12,1.0,-3
SUP001,SHP003455,2024,12,11,231,231,On-Time,106.35,1.0,-1
SUP007,SHP003456,2022,9,1,257,257,Early,102.23,1.0,-8
SUP018,SHP003457,2023,4,6,301,301,Late,34.51,1.0,2
SUP035,SHP003458,2024,10,11,203,203,On-Time,97.4,1.0,1
SUP040,SHP003459,2024,12,15,363,363,Late,166.82,1.0,3
SUP028,SHP003460,2023,13,9,401,401,Early,101.95,1.0,-4
SUP053,SHP003461,2022,16,11,55,55,Early,142.25,1.0,-5
SUP031,SHP003462,2024,13,12,432,432,On-Time,147.14,1.0,-1
SUP036,SHP003463,2022,6,6,191,191,On-Time,102.73,1.0,0
SUP058,SHP003464,2022,5,2,391,340,Early,72.92,0.8695652173913043,-3
SUP046,SHP003465,2022,5,3,357,357,Early,81.97,1.0,-2
SUP002,SHP003466,2023,3,1,444,444,Early,50.06,1.0,-2
SUP036,SHP003467,2022,12,17,282,282,Late,54.63,1.0,5
SUP058,SHP003468,2022,16,17,431,431,On-Time,87.52,1.0,1
SUP009,SHP003469,2023,4,1,419,419,Early,110.86,1.0,-3
SUP025,SHP003470,2024,18,20,345,345,Late,193.54,1.0,2
SUP047,SHP003471,2024,7,4,184,184,Early,43.46,1.0,-3
SUP018,SHP003472,2022,8,7,233,233,On-Time,125.5,1.0,-1
SUP037,SHP003473,2022,12,15,287,287,Late,129.63,1.0,3
SUP014,SHP003474,2022,9,13,343,343,Late,137.15,1.0,4
SUP008,SHP003475,2023,15,15,342,258,On-Time,139.61,0.7543859649122807,0
SUP009,SHP003476,2022,19,13,280,280,Early,52.22,1.0,-6
SUP008,SHP003477,2023,20,23,391,391,Late,38.88,1.0,3
SUP019,SHP003478,2023,15,14,173,173,On-Time,138.98,1.0,-1
SUP026,SHP003479,2023,16,17,425,425,On-Time,118.2,1.0,1
SUP051,SHP003480,2023,4,1,436,436,Early,132.82,1.0,-3
SUP013,SHP003481,2024,3,1,68,68,Early,37.0,1.0,-2
SUP038,SHP003482,2023,3,3,119,119,On-Time,136.85,1.0,0
SUP050,SHP003483,2022,5,5,434,434,On-Time,144.24,1.0,0
SUP020,SHP003484,2024,9,6,130,130,Early,131.24,1.0,-3
SUP051,SHP003485,2024,11,13,339,339,Late,59.53,1.0,2
SUP050,SHP003486,2023,8,7,158,158,On-Time,12.24,1.0,-1
SUP029,SHP003487,2023,5,5,187,187,On-Time,121.28,1.0,0
SUP026,SHP003488,2023,3,3,238,238,On-Time,118.3,1.0,0
SUP012,SHP003489,2024,3,1,341,341,Early,49.03,1.0,-2
SUP021,SHP003490,2022,12,11,210,210,On-Time,51.6,1.0,-1
SUP042,SHP003491,2023,9,9,437,437,On-Time,108.31,1.0,0
SUP018,SHP003492,2023,4,8,114,114,Late,28.67,1.0,4
SUP054,SHP003493,2023,13,13,285,285,On-Time,126.29,1.0,0
SUP010,SHP003494,2024,8,10,447,447,Late,160.19,1.0,2
SUP048,SHP003495,2022,14,15,498,498,On-Time,72.39,1.0,1
SUP038,SHP003496,2023,14,19,138,138,Late,119.1,1.0,5
SUP054,SHP003497,2023,19,20,497,497,On-Time,135.81,1.0,1
SUP041,SHP003498,2022,12,10,105,105,Early,90.74,1.0,-2
SUP011,SHP003499,2023,19,27,265,265,Late,125.28,1.0,8
SUP025,SHP003500,2023,10,8,93,77,Early,153.4,0.8279569892473119,-2
SUP054,SHP003501,2022,6,7,364,364,On-Time,67.88,1.0,1
SUP045,SHP003502,2023,9,6,157,157,Early,95.23,1.0,-3
SUP019,SHP003503,2023,9,11,303,303,Late,174.08,1.0,2
SUP023,SHP003504,2024,4,1,55,55,Early,117.75,1.0,-3
SUP049,SHP003505,2022,14,16,139,139,Late,71.61,1.0,2
SUP026,SHP003506,2023,3,3,94,94,On-Time,173.21,1.0,0
SUP014,SHP003507,2022,9,5,346,346,Early,15.06,1.0,-4
SUP059,SHP003508,2022,11,10,438,438,On-Time,91.78,1.0,-1
SUP053,SHP003509,2022,20,18,78,78,Early,140.68,1.0,-2
SUP013,SHP003510,2023,6,4,142,142,Early,80.86,1.0,-2
SUP039,SHP003511,2022,14,10,117,117,Early,33.86,1.0,-4
SUP007,SHP003512,2022,14,12,464,402,Early,64.26,0.8663793103448276,-2
SUP030,SHP003513,2022,9,7,71,71,Early,117.21,1.0,-2
SUP009,SHP003514,2023,8,6,297,297,Early,98.84,1.0,-2
SUP048,SHP003515,2022,3,7,353,353,Late,82.0,1.0,4
SUP060,SHP003516,2024,18,19,72,72,On-Time,139.45,1.0,1
SUP038,SHP003517,2023,18,17,86,86,On-Time,23.93,1.0,-1
SUP056,SHP003518,2022,6,5,167,167,On-Time,146.57,1.0,-1
SUP052,SHP003519,2022,6,2,180,180,Early,85.95,1.0,-4
SUP038,SHP003520,2022,16,18,148,108,Late,40.08,0.7297297297297297,2
SUP041,SHP003521,2023,11,11,50,50,On-Time,115.3,1.0,0
SUP058,SHP003522,2024,18,15,67,67,Early,112.58,1.0,-3
SUP020,SHP003523,2023,11,12,76,66,On-Time,154.06,0.868421052631579,1
SUP001,SHP003524,2022,9,7,484,452,Early,72.4,0.9338842975206612,-2
SUP014,SHP003525,2024,9,12,314,314,Late,174.61,1.0,3
SUP026,SHP003526,2024,13,9,146,146,Early,177.46,1.0,-4
SUP053,SHP003527,2022,12,15,329,329,Late,122.37,1.0,3
SUP037,SHP003528,2024,6,11,330,330,Late,85.39,1.0,5
SUP017,SHP003529,2023,6,7,481,481,On-Time,15.03,1.0,1
SUP033,SHP003530,2022,5,3,418,418,Early,31.84,1.0,-2
SUP055,SHP003531,2024,11,8,193,193,Early,195.34,1.0,-3
SUP043,SHP003532,2024,16,15,365,283,On-Time,182.15,0.7753424657534247,-1
SUP006,SHP003533,2024,9,12,287,287,Late,128.48,1.0,3
SUP043,SHP003534,2023,7,4,485,485,Early,162.72,1.0,-3
SUP008,SHP003535,2023,19,19,493,493,On-Time,16.33,1.0,0
SUP012,SHP003536,2024,9,12,84,84,Late,151.38,1.0,3
SUP042,SHP003537,2022,4,1,245,245,Early,180.47,1.0,-3
SUP027,SHP003538,2023,11,13,269,269,Late,62.43,1.0,2
SUP045,SHP003539,2023,12,10,134,134,Early,115.35,1.0,-2
SUP059,SHP003540,2024,6,4,379,379,Early,104.71,1.0,-2
SUP025,SHP003541,2023,16,18,175,175,Late,174.74,1.0,2
SUP046,SHP003542,2024,18,14,384,384,Early,89.06,1.0,-4
SUP019,SHP003543,2022,15,14,407,407,On-Time,48.01,1.0,-1
SUP037,SHP003544,2024,18,17,405,405,On-Time,5.72,1.0,-1
SUP030,SHP003545,2024,15,14,371,371,On-Time,46.81,1.0,-1
SUP006,SHP003546,2024,9,8,70,70,On-Time,33.12,1.0,-1
SUP040,SHP003547,2024,18,10,135,135,Early,66.64,1.0,-8
SUP027,SHP003548,2024,10,16,373,373,Late,46.18,1.0,6
SUP029,SHP003549,2023,19,19,237,237,On-Time,196.51,1.0,0
SUP044,SHP003550,2022,11,13,331,331,Late,66.77,1.0,2
SUP002,SHP003551,2022,3,7,209,209,Late,59.63,1.0,4
SUP027,SHP003552,2024,20,20,172,172,On-Time,80.39,1.0,0
SUP044,SHP003553,2024,4,3,385,385,On-Time,73.84,1.0,-1
SUP057,SHP003554,2022,16,14,279,279,Early,102.38,1.0,-2
SUP036,SHP003555,2022,11,14,461,461,Late,61.07,1.0,3
SUP015,SHP003556,2024,3,4,397,397,On-Time,169.58,1.0,1
SUP014,SHP003557,2024,12,12,441,441,On-Time,65.87,1.0,0
SUP022,SHP003558,2024,6,7,475,475,On-Time,49.11,1.0,1
SUP015,SHP003559,2022,8,4,128,128,Early,94.41,1.0,-4
SUP039,SHP003560,2022,7,12,244,244,Late,174.54,1.0,5
SUP008,SHP003561,2024,16,20,378,378,Late,61.38,1.0,4
SUP003,SHP003562,2022,7,8,51,51,On-Time,145.55,1.0,1
SUP007,SHP003563,2022,11,9,361,361,Early,84.73,1.0,-2
SUP025,SHP003564,2024,16,15,187,187,On-Time,20.0,1.0,-1
SUP007,SHP003565,2024,5,6,286,208,On-Time,198.36,0.7272727272727273,1
SUP011,SHP003566,2022,4,1,436,436,Early,93.72,1.0,-3
SUP023,SHP003567,2023,6,3,168,168,Early,17.78,1.0,-3
SUP051,SHP003568,2024,19,20,198,198,On-Time,69.3,1.0,1
SUP050,SHP003569,2022,6,3,472,472,Early,189.85,1.0,-3
SUP037,SHP003570,2023,17,18,328,328,On-Time,199.67,1.0,1
SUP002,SHP003571,2022,5,4,280,280,On-Time,115.18,1.0,-1
SUP008,SHP003572,2024,19,21,219,219,Late,12.11,1.0,2
SUP026,SHP003573,2024,12,10,133,133,Early,9.91,1.0,-2
SUP050,SHP003574,2024,9,8,349,316,On-Time,34.21,0.9054441260744985,-1
SUP046,SHP003575,2024,18,17,267,267,On-Time,23.69,1.0,-1
SUP016,SHP003576,2022,12,9,251,176,Early,147.86,0.701195219123506,-3
SUP037,SHP003577,2024,18,20,476,476,Late,93.48,1.0,2
SUP039,SHP003578,2024,17,13,333,333,Early,94.23,1.0,-4
SUP018,SHP003579,2023,18,17,437,437,On-Time,178.19,1.0,-1
SUP047,SHP003580,2023,5,4,165,165,On-Time,151.54,1.0,-1
SUP038,SHP003581,2022,20,19,432,432,On-Time,142.88,1.0,-1
SUP003,SHP003582,2023,19,21,322,322,Late,85.32,1.0,2
SUP049,SHP003583,2023,10,8,155,155,Early,166.28,1.0,-2
SUP049,SHP003584,2022,20,21,420,420,On-Time,195.9,1.0,1
SUP006,SHP003585,2023,14,8,293,293,Early,188.07,1.0,-6
SUP013,SHP003586,2023,16,16,455,455,On-Time,17.6,1.0,0
SUP015,SHP003587,2022,17,14,347,347,Early,170.12,1.0,-3
SUP015,SHP003588,2023,7,8,292,234,On-Time,132.73,0.8013698630136986,1
SUP018,SHP003589,2022,14,14,286,286,On-Time,2.47,1.0,0
SUP018,SHP003590,2024,13,10,81,81,Early,50.77,1.0,-3
SUP014,SHP003591,2022,19,15,359,359,Early,165.84,1.0,-4
SUP031,SHP003592,2023,16,18,137,137,Late,72.32,1.0,2
SUP059,SHP003593,2024,6,2,129,129,Early,119.53,1.0,-4
SUP043,SHP003594,2024,11,13,364,364,Late,189.67,1.0,2
SUP027,SHP003595,2023,9,7,369,288,Early,167.63,0.7804878048780488,-2
SUP054,SHP003596,2023,13,12,460,460,On-Time,37.45,1.0,-1
SUP031,SHP003597,2022,12,14,497,497,Late,197.06,1.0,2
SUP043,SHP003598,2022,17,19,215,215,Late,82.78,1.0,2
SUP052,SHP003599,2022,13,11,396,396,Early,154.11,1.0,-2
SUP014,SHP003600,2023,11,13,148,148,Late,14.83,1.0,2
SUP044,SHP003601,2023,8,9,280,280,On-Time,91.07,1.0,1
SUP018,SHP003602,2024,8,6,196,196,Early,195.35,1.0,-2
SUP035,SHP003603,2024,18,21,448,448,Late,45.74,1.0,3
SUP051,SHP003604,2024,10,8,441,441,Early,24.5,1.0,-2
SUP007,SHP003605,2024,4,5,53,53,On-Time,80.77,1.0,1
SUP019,SHP003606,2022,20,22,243,243,Late,128.72,1.0,2
SUP003,SHP003607,2024,18,14,436,436,Early,70.89,1.0,-4
SUP053,SHP003608,2023,17,18,140,140,On-Time,11.39,1.0,1
SUP037,SHP003609,2024,13,14,139,110,On-Time,177.11,0.7913669064748201,1
SUP035,SHP003610,2023,6,5,106,106,On-Time,144.71,1.0,-1
SUP052,SHP003611,2023,15,10,258,258,Early,147.28,1.0,-5
SUP045,SHP003612,2023,6,7,170,170,On-Time,27.02,1.0,1
SUP017,SHP003613,2022,20,20,75,75,On-Time,5.29,1.0,0
SUP006,SHP003614,2024,10,9,410,410,On-Time,85.29,1.0,-1
SUP047,SHP003615,2022,6,4,471,471,Early,162.56,1.0,-2
SUP004,SHP003616,2023,3,4,70,70,On-Time,89.51,1.0,1
SUP005,SHP003617,2022,4,5,78,78,On-Time,172.41,1.0,1
SUP056,SHP003618,2022,5,5,284,284,On-Time,166.22,1.0,0
SUP028,SHP003619,2022,8,1,372,372,Early,147.6,1.0,-7
SUP032,SHP003620,2023,16,8,96,96,Early,170.07,1.0,-8
SUP039,SHP003621,2023,9,7,191,191,Early,9.6,1.0,-2
SUP014,SHP003622,2024,10,13,382,382,Late,194.06,1.0,3
SUP003,SHP003623,2023,6,3,292,292,Early,53.45,1.0,-3
SUP005,SHP003624,2022,7,9,390,390,Late,19.12,1.0,2
SUP017,SHP003625,2024,13,13,70,70,On-Time,96.7,1.0,0
SUP059,SHP003626,2022,4,8,304,221,Late,29.07,0.7269736842105263,4
SUP035,SHP003627,2023,7,10,258,258,Late,40.64,1.0,3
SUP006,SHP003628,2022,14,9,253,253,Early,76.75,1.0,-5
SUP007,SHP003629,2024,6,4,429,403,Early,36.68,0.9393939393939394,-2
SUP026,SHP003630,2024,12,11,469,469,On-Time,123.27,1.0,-1
SUP001,SHP003631,2023,6,7,276,276,On-Time,66.32,1.0,1
SUP019,SHP003632,2024,7,6,198,198,On-Time,47.72,1.0,-1
SUP038,SHP003633,2024,8,11,487,487,Late,51.7,1.0,3
SUP042,SHP003634,2022,14,9,317,317,Early,69.87,1.0,-5
SUP046,SHP003635,2024,6,10,369,318,Late,90.89,0.8617886178861789,4
SUP038,SHP003636,2023,18,18,208,208,On-Time,15.79,1.0,0
SUP043,SHP003637,2023,7,10,168,168,Late,123.43,1.0,3
SUP043,SHP003638,2024,6,8,418,418,Late,80.29,1.0,2
SUP006,SHP003639,2024,9,6,313,313,Early,15.83,1.0,-3
SUP050,SHP003640,2022,9,6,475,475,Early,167.22,1.0,-3
SUP002,SHP003641,2024,11,15,411,411,Late,59.22,1.0,4
SUP004,SHP003642,2022,7,10,499,499,Late,114.07,1.0,3
SUP055,SHP003643,2024,15,15,338,338,On-Time,45.89,1.0,0
SUP020,SHP003644,2022,6,4,262,262,Early,129.0,1.0,-2
SUP042,SHP003645,2024,18,21,150,150,Late,145.25,1.0,3
SUP058,SHP003646,2023,19,16,215,181,Early,72.31,0.8418604651162791,-3
SUP060,SHP003647,2023,9,5,393,393,Early,198.68,1.0,-4
SUP011,SHP003648,2023,14,20,399,399,Late,73.27,1.0,6
SUP058,SHP003649,2023,17,18,169,169,On-Time,52.2,1.0,1
SUP059,SHP003650,2023,17,16,129,129,On-Time,103.47,1.0,-1
SUP003,SHP003651,2024,3,1,441,441,Early,57.38,1.0,-2
SUP010,SHP003652,2022,10,10,307,307,On-Time,78.16,1.0,0
SUP034,SHP003653,2023,7,5,439,325,Early,86.02,0.7403189066059226,-2
SUP036,SHP003654,2023,10,13,384,384,Late,145.18,1.0,3
SUP054,SHP003655,2024,6,13,260,260,Late,70.44,1.0,7
SUP057,SHP003656,2024,12,12,408,408,On-Time,25.49,1.0,0
SUP027,SHP003657,2024,3,4,103,103,On-Time,118.43,1.0,1
SUP055,SHP003658,2023,12,12,325,325,On-Time,112.45,1.0,0
SUP027,SHP003659,2023,7,6,454,454,On-Time,87.99,1.0,-1
SUP060,SHP003660,2024,14,18,170,170,Late,10.73,1.0,4
SUP008,SHP003661,2023,5,9,467,467,Late,4.88,1.0,4
SUP026,SHP003662,2022,10,8,355,355,Early,7.01,1.0,-2
SUP059,SHP003663,2022,19,19,495,495,On-Time,98.97,1.0,0
SUP035,SHP003664,2023,6,11,398,398,Late,108.47,1.0,5
SUP003,SHP003665,2024,8,14,225,225,Late,12.55,1.0,6
SUP048,SHP003666,2023,3,3,130,130,On-Time,131.54,1.0,0
SUP005,SHP003667,2022,8,10,244,244,Late,88.99,1.0,2
SUP057,SHP003668,2024,14,10,370,370,Early,72.06,1.0,-4
SUP040,SHP003669,2022,15,15,405,405,On-Time,48.73,1.0,0
SUP039,SHP003670,2023,8,6,396,396,Early,60.75,1.0,-2
SUP003,SHP003671,2023,6,8,256,256,Late,138.16,1.0,2
SUP016,SHP003672,2023,17,20,173,173,Late,72.1,1.0,3
SUP019,SHP003673,2022,13,16,83,83,Late,189.16,1.0,3
SUP010,SHP003674,2023,17,14,270,270,Early,68.71,1.0,-3
SUP008,SHP003675,2023,17,19,468,468,Late,72.87,1.0,2
SUP055,SHP003676,2023,3,2,189,153,On-Time,98.84,0.8095238095238095,-1
SUP050,SHP003677,2022,9,8,411,411,On-Time,118.7,1.0,-1
SUP013,SHP003678,2024,17,15,198,198,Early,101.85,1.0,-2
SUP017,SHP003679,2022,14,15,103,103,On-Time,87.21,1.0,1
SUP033,SHP003680,2024,16,19,94,94,Late,36.06,1.0,3
SUP058,SHP003681,2023,4,9,491,491,Late,14.08,1.0,5
SUP048,SHP003682,2024,6,4,345,345,Early,60.55,1.0,-2
SUP060,SHP003683,2024,14,8,397,397,Early,24.06,1.0,-6
SUP022,SHP003684,2022,12,10,274,274,Early,98.29,1.0,-2
SUP020,SHP003685,2024,10,10,97,97,On-Time,75.02,1.0,0
SUP036,SHP003686,2022,12,9,442,442,Early,72.53,1.0,-3
SUP017,SHP003687,2023,3,6,447,447,Late,164.37,1.0,3
SUP057,SHP003688,2023,7,1,124,124,Early,110.45,1.0,-6
SUP010,SHP003689,2022,18,22,496,496,Late,175.66,1.0,4
SUP004,SHP003690,2022,18,14,204,204,Early,124.86,1.0,-4
SUP014,SHP003691,2022,16,17,481,343,On-Time,8.07,0.7130977130977131,1
SUP021,SHP003692,2023,3,8,394,394,Late,176.81,1.0,5
SUP013,SHP003693,2024,16,15,353,353,On-Time,129.67,1.0,-1
SUP005,SHP003694,2024,12,7,354,354,Early,108.3,1.0,-5
SUP028,SHP003695,2023,12,12,476,476,On-Time,157.41,1.0,0
SUP004,SHP003696,2024,5,1,329,329,Early,170.22,1.0,-4
SUP045,SHP003697,2024,3,3,365,365,On-Time,128.62,1.0,0
SUP031,SHP003698,2022,14,15,181,181,On-Time,139.82,1.0,1
SUP037,SHP003699,2022,3,2,164,164,On-Time,30.23,1.0,-1
SUP043,SHP003700,2022,16,18,96,96,Late,53.58,1.0,2
SUP007,SHP003701,2022,13,11,364,364,Early,74.11,1.0,-2
SUP032,SHP003702,2023,4,1,245,245,Early,86.42,1.0,-3
SUP054,SHP003703,2022,17,19,368,334,Late,183.51,0.907608695652174,2
SUP060,SHP003704,2022,8,3,73,73,Early,74.02,1.0,-5
SUP038,SHP003705,2024,6,7,95,95,On-Time,65.87,1.0,1
SUP007,SHP003706,2024,6,8,134,134,Late,151.47,1.0,2
SUP014,SHP003707,2024,14,10,62,62,Early,112.6,1.0,-4
SUP059,SHP003708,2022,11,15,312,312,Late,22.79,1.0,4
SUP035,SHP003709,2024,17,14,284,284,Early,43.47,1.0,-3
SUP025,SHP003710,2024,14,17,195,195,Late,89.92,1.0,3
SUP004,SHP003711,2023,7,7,355,355,On-Time,25.06,1.0,0
SUP006,SHP003712,2023,10,13,81,81,Late,192.67,1.0,3
SUP021,SHP003713,2022,3,6,383,383,Late,191.02,1.0,3
SUP051,SHP003714,2023,10,10,240,240,On-Time,191.61,1.0,0
SUP031,SHP003715,2023,16,15,80,80,On-Time,178.35,1.0,-1
SUP007,SHP003716,2023,12,13,472,472,On-Time,66.11,1.0,1
SUP055,SHP003717,2022,11,12,367,367,On-Time,7.62,1.0,1
SUP045,SHP003718,2023,18,20,172,172,Late,67.63,1.0,2
SUP057,SHP003719,2024,11,9,361,361,Early,112.1,1.0,-2
SUP006,SHP003720,2022,3,5,331,331,Late,56.69,1.0,2
SUP051,SHP003721,2023,14,12,483,483,Early,120.23,1.0,-2
SUP032,SHP003722,2024,7,8,213,213,On-Time,122.53,1.0,1
SUP008,SHP003723,2024,20,20,422,422,On-Time,136.2,1.0,0
SUP014,SHP003724,2023,16,15,241,241,On-Time,83.86,1.0,-1
SUP057,SHP003725,2024,9,11,202,202,Late,196.13,1.0,2
SUP009,SHP003726,2022,7,4,269,269,Early,199.14,1.0,-3
SUP051,SHP003727,2022,16,10,175,175,Early,104.17,1.0,-6
SUP046,SHP003728,2022,18,20,386,386,Late,156.3,1.0,2
SUP007,SHP003729,2023,19,16,279,279,Early,113.27,1.0,-3
SUP038,SHP003730,2024,3,1,432,432,Early,29.97,1.0,-2
SUP044,SHP003731,2022,3,5,353,353,Late,151.88,1.0,2
SUP020,SHP003732,2023,16,15,136,136,On-Time,112.35,1.0,-1
SUP060,SHP003733,2023,4,3,267,267,On-Time,121.49,1.0,-1
SUP055,SHP003734,2022,13,10,455,398,Early,66.69,0.8747252747252747,-3
SUP053,SHP003735,2023,15,15,224,224,On-Time,39.16,1.0,0
SUP002,SHP003736,2022,5,2,125,125,Early,153.84,1.0,-3
SUP009,SHP003737,2024,15,15,243,243,On-Time,174.67,1.0,0
SUP020,SHP003738,2023,19,16,292,292,Early,93.55,1.0,-3
SUP058,SHP003739,2022,5,1,305,305,Early,177.71,1.0,-4
SUP030,SHP003740,2022,10,13,129,129,Late,184.07,1.0,3
SUP043,SHP003741,2022,19,18,285,285,On-Time,126.58,1.0,-1
SUP056,SHP003742,2023,14,13,90,90,On-Time,86.38,1.0,-1
SUP001,SHP003743,2022,17,20,222,222,Late,184.74,1.0,3
